seq,dinov2,siglip,weakmetric,dinov2_pct,siglip_pct,weakmetric_pct,ensemble_pct,video,camera,start_frame,end_frame,n_dets,avg_conf
1650,0.41182810068130493,0.6898147463798523,0.46263647079467773,0.136986301369863,0.863013698630137,0.19863013698630136,0.39954337899543374,vlincs_MS01_MC0001_MCAM03_2024-03-Tc8,MCAM03,8996,9051,49,0.834431
8181,0.6424092650413513,0.5394001007080078,0.4051055610179901,0.8698630136986302,0.21232876712328766,0.0958904109589041,0.3926940639269407,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,20943,21148,205,0.812604
432,0.46354153752326965,0.6238991022109985,0.49793878197669983,0.21232876712328766,0.6712328767123288,0.2945205479452055,0.3926940639269407,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26155,26218,43,0.529985
4615,0.39409732818603516,0.5478003621101379,0.6234844923019409,0.1095890410958904,0.2945205479452055,0.7602739726027398,0.3881278538812785,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,42381,42680,300,0.722791
1919,0.5854127407073975,0.5673848390579224,0.4146820902824402,0.636986301369863,0.3904109589041096,0.11643835616438356,0.38127853881278545,vlincs_MS01_MC0001_MCAM03_2024-03-Tc8,MCAM03,31180,31479,299,0.777185
966,0.6178648471832275,0.5218027830123901,0.4617898464202881,0.7876712328767124,0.13013698630136986,0.1917808219178082,0.3698630136986301,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,22620,22919,273,0.772359
437,0.4834703207015991,0.6503317356109619,0.31895339488983154,0.2945205479452055,0.7671232876712328,0.03424657534246575,0.365296803652968,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26370,26388,19,0.501876
868,0.6318202018737793,0.5331934690475464,0.3636789917945862,0.8424657534246576,0.1780821917808219,0.0684931506849315,0.36301369863013705,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,21611,21910,300,0.709244
7224,0.4927932322025299,0.5261189937591553,0.5755659341812134,0.3356164383561644,0.1506849315068493,0.5958904109589042,0.36073059360730597,vlincs_MS01_MC0001_MCAM06_2024-03-Tc8,MCAM06,24901,25037,120,0.721786
263,0.5806655287742615,0.5832821130752563,0.2226390838623047,0.6164383561643836,0.4452054794520548,0.0,0.3538812785388128,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,6156,6249,93,0.665592
797,0.47372204065322876,0.5723907351493835,0.5323085784912109,0.2534246575342466,0.410958904109589,0.3972602739726027,0.3538812785388128,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,19430,19729,300,0.879691
7299,0.38054153323173523,0.6470410227775574,0.4828699827194214,0.0547945205479452,0.7534246575342466,0.2465753424657534,0.3515981735159817,vlincs_MS01_MC0001_MCAM06_2024-03-Tc8,MCAM06,32474,32536,55,0.672956
4881,0.48545897006988525,0.5965851545333862,0.4736531674861908,0.3150684931506849,0.5068493150684932,0.22602739726027396,0.3493150684931507,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,44175,44361,161,0.557829
1998,0.46009361743927,0.5464974641799927,0.5739173889160156,0.18493150684931506,0.2671232876712329,0.5821917808219178,0.34474885844748854,vlincs_MS01_MC0001_MCAM03_2024-03-Tc8,MCAM03,34532,34831,300,0.860409
509,0.4009597897529602,0.6437124609947205,0.4558061957359314,0.11643835616438356,0.7328767123287672,0.17123287671232876,0.3401826484018265,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,34230,34290,50,0.689107
7212,0.3901481628417969,0.5356891751289368,0.6031187772750854,0.0958904109589041,0.19863013698630136,0.7054794520547946,0.3333333333333333,vlincs_MS01_MC0001_MCAM06_2024-03-Tc8,MCAM06,8770,8966,197,0.819559
6816,0.44434383511543274,0.5112490653991699,0.620218813419342,0.1643835616438356,0.0821917808219178,0.7397260273972602,0.3287671232876712,vlincs_MS01_MC0001_MCAM05_2024-03-Tc8,MCAM05,6222,6521,300,0.887456
4746,0.5095468759536743,0.5190351605415344,0.5591626167297363,0.3835616438356164,0.11643835616438356,0.4726027397260274,0.3242009132420091,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,43335,43634,238,0.459596
8434,0.5000132322311401,0.608566164970398,0.33160507678985596,0.3561643835616438,0.5616438356164384,0.04794520547945205,0.3219178082191781,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,30877,31025,131,0.652103
3064,0.3424212336540222,0.5456296801567078,0.5945807695388794,0.0273972602739726,0.2534246575342466,0.6712328767123288,0.317351598173516,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,31941,32177,233,0.595828
6771,0.37172621488571167,0.5296420454978943,0.6162271499633789,0.04794520547945205,0.1643835616438356,0.7328767123287672,0.3150684931506849,vlincs_MS01_MC0001_MCAM05_2024-03-Tc8,MCAM05,32574,32666,84,0.707999
6827,0.3903665840625763,0.4809601902961731,0.6327618360519409,0.10273972602739725,0.0547945205479452,0.7808219178082192,0.3127853881278539,vlincs_MS01_MC0001_MCAM05_2024-03-Tc8,MCAM05,6522,6694,173,0.792167
428,0.3838907480239868,0.6146385669708252,0.48314857482910156,0.0684931506849315,0.6164383561643836,0.2534246575342466,0.3127853881278539,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,26070,26369,263,0.78783
